Name,Age,Overall Rating,Potential,Team,Contract expiry,Height,Weight,Strong foot,Value,Full Name,date,year
K. Onisiwo,24,72,75,1. FSV Mainz 05,2016 ~ 2019,188cm,85kg,Right,€2.7M,Karim Onisiwo,"Sep 20, 2017",FIFA 17
S. Medojević,25,72,75,Eintracht Frankfurt,2014 ~ 2018,182cm,77kg,Right,€2.2M,Slobodan Medojević,"Sep 20, 2017",FIFA 17
B. Hrgota,23,72,79,Eintracht Frankfurt,2016 ~ 2019,185cm,76kg,Left,€3.1M,Branimir Hrgota,"Sep 20, 2017",FIFA 17
S. Zuber,24,72,75,TSG Hoffenheim,2014 ~ 2020,181cm,79kg,Right,€2.2M,Steven Zuber,"Sep 20, 2017",FIFA 17
Danilo,24,72,75,TSG Hoffenheim,2017 ~ 2017,170cm,72kg,Left,€2.2M,Danilo Teodoro Soares,"Sep 20, 2017",FIFA 17
J. Callsen-Bracker,31,72,72,FC Augsburg,2011 ~ 2018,188cm,88kg,Right,€1.4M,Jan-Ingwer Callsen-Bracker,"Sep 20, 2017",FIFA 17
J. Morávek,26,72,73,FC Augsburg,2012 ~ 2020,180cm,75kg,Right,€2.4M,Jan Morávek,"Sep 20, 2017",FIFA 17
Ji Dong Won,25,72,75,FC Augsburg,2015 ~ 2018,187cm,77kg,Right,€2.7M,Dong Won Ji,"Sep 20, 2017",FIFA 17
P. Max,22,72,77,FC Augsburg,2015 ~ 2022,178cm,75kg,Left,€2.4M,Philipp Max,"Sep 20, 2017",FIFA 17
P. Niemeyer,32,72,72,SV Darmstadt 98,2015 ~ 2018,191cm,83kg,Right,€1.2M,Peter Niemeyer,"Sep 20, 2017",FIFA 17
M. Vrančić,27,72,72,SV Darmstadt 98,2015 ~ 2017,187cm,78kg,Left,€2.1M,Mario Vrančić,"Sep 20, 2017",FIFA 17
R. Brégerie,29,72,72,FC Ingolstadt 04,2015 ~ 2020,190cm,88kg,Right,€1.6M,Romain Brégerie,"Sep 20, 2017",FIFA 17
A. Morales,26,72,73,FC Ingolstadt 04,2013 ~ 2018,183cm,77kg,Right,€2.4M,Alfredo Morales,"Sep 20, 2017",FIFA 17
F. Coltorti,35,72,72,RB Leipzig,2012 ~ 2018,197cm,95kg,Right,€1.2M,Fabio Coltorti,"Sep 20, 2017",FIFA 17
D. Selke,21,72,82,RB Leipzig,2015 ~ 2022,192cm,82kg,Right,€3.5M,Davie Selke,"Sep 20, 2017",FIFA 17
L. Klostermann,20,72,84,RB Leipzig,2014 ~ 2021,189cm,83kg,Right,€3.3M,Lukas Klostermann,"Sep 20, 2017",FIFA 17
B. Cristante,21,72,82,Atalanta,"Jun 30, 2018 On Loan",186cm,78kg,Right,€3.4M,Bryan Cristante,"Sep 20, 2017",FIFA 17
T. Strakosha,21,72,82,Lazio,2012 ~ 2019,186cm,78kg,Right,€3M,Thomas Strakosha,"Sep 20, 2017",FIFA 17
Carlão,30,72,72,Torino F.C.,2017 ~ 2019,182cm,73kg,Left,€1.5M,Carlos Roberto da Cruz Júnior,"Sep 20, 2017",FIFA 17
L. Boyé,20,72,82,Torino F.C.,2016 ~ 2020,180cm,80kg,Right,€3.5M,Lucas Boyé,"Sep 20, 2017",FIFA 17
Lucas Evangelista,21,72,79,Udinese Calcio,2014 ~ 2018,181cm,79kg,Left,€3M,Lucas E. Santana de Oliveira,"Sep 20, 2017",FIFA 17
E. Krafth,21,72,79,Bologna,2015 ~ 2020,181cm,79kg,Right,€2.5M,Emil Krafth,"Sep 20, 2017",FIFA 17
H. Campagnaro,36,72,72,Pescara,2015 ~ 2018,181cm,85kg,Right,€0,Hugo Campagnaro,"Sep 20, 2017",FIFA 17
L. Memushaj,29,72,72,Pescara,2015 ~ 2019,174cm,70kg,Right,€2M,Ledian Memushaj,"Sep 20, 2017",FIFA 17
C. Biraghi,23,72,77,Pescara,2016 ~ 2020,183cm,78kg,Left,€2.4M,Cristiano Biraghi,"Sep 20, 2017",FIFA 17
J. Bahebeck,23,72,76,Pescara,"Jun 30, 2017 On Loan",182cm,76kg,Right,€2.8M,Jean-Christophe Bahebeck,"Sep 20, 2017",FIFA 17
G. Bellusci,26,72,73,Empoli,"Jun 30, 2017 On Loan",184cm,80kg,Right,€2M,Giuseppe Bellusci,"Sep 20, 2017",FIFA 17
M. Büchel,25,72,75,Empoli,2013 ~ 2019,175cm,71kg,Left,€2.6M,Marcel Büchel,"Sep 20, 2017",FIFA 17
M. Thiam,23,72,76,Empoli,"Jun 30, 2017 On Loan",186cm,79kg,Right,€2.8M,Mame Thiam,"Sep 20, 2017",FIFA 17
V. Regini,25,72,73,U.C. Sampdoria,2009 ~ 2021,185cm,77kg,Left,€2M,Vasco Regini,"Sep 20, 2017",FIFA 17
M. Škriniar,21,72,80,U.C. Sampdoria,2015 ~ 2020,187cm,80kg,Right,€2.7M,Milan Škriniar,"Sep 20, 2017",FIFA 17
D. Di Gennaro,28,72,72,Cagliari,2015 ~ 2020,181cm,71kg,Left,€2M,Davide Di Gennaro,"Sep 20, 2017",FIFA 17
M. Capuano,24,72,76,Cagliari,2015 ~ 2019,185cm,80kg,Left,€2.4M,Marco Capuano,"Sep 20, 2017",FIFA 17
L. Ceppitelli,26,72,74,Cagliari,2014 ~ 2020,186cm,83kg,Right,€2.1M,Luca Ceppitelli,"Sep 20, 2017",FIFA 17
H. Aleesami,24,72,75,Palermo,2016 ~ 2019,181cm,73kg,Left,€2.2M,Haitam Aleesami,"Sep 20, 2017",FIFA 17
E. Goldaniga,22,72,79,Palermo,2015 ~ 2019,188cm,82kg,Right,€2.6M,Edoardo Goldaniga,"Sep 20, 2017",FIFA 17
I. Chochev,23,72,78,Palermo,2014 ~ 2020,187cm,81kg,Right,€2.9M,Ivaylo Chochev,"Sep 20, 2017",FIFA 17
D. Brivio,28,72,72,Genoa,2016 ~ 2018,185cm,82kg,Left,€1.6M,Davide Brivio,"Sep 20, 2017",FIFA 17
E. Lamanna,26,72,74,Genoa,2014 ~ 2019,186cm,80kg,Right,€2.1M,Eugenio Lamanna,"Sep 20, 2017",FIFA 17
I. Cofie,25,72,75,Genoa,2013 ~ 2018,180cm,73kg,Right,€2.6M,Isaac Cofie,"Sep 20, 2017",FIFA 17
D. Mesbah,31,72,72,Crotone,2016 ~ 2022,179cm,74kg,Left,€1.3M,Djamel Mesbah,"Sep 20, 2017",FIFA 17
D. Falcinelli,25,72,75,Crotone,"Jun 30, 2017 On Loan",186cm,75kg,Right,€2.7M,Diego Falcinelli,"Sep 20, 2017",FIFA 17
G. Pegolo,35,72,72,U.S. Sassuolo Calcio,2013 ~ 2022,183cm,76kg,Left,€1.2M,Gianluca Pegolo,"Sep 20, 2017",FIFA 17
F. Ricci,22,72,80,U.S. Sassuolo Calcio,"Jun 30, 2017 On Loan",175cm,63kg,Left,€3.2M,Federico Ricci,"Sep 20, 2017",FIFA 17
O. John,24,72,75,Deportivo de La Coruña,"Jun 30, 2017 On Loan",180cm,80kg,Right,€2.7M,Ola John,"Sep 20, 2017",FIFA 17
Álex Remiro,21,72,82,Athletic Club de Bilbao,2013 ~ 2019,192cm,79kg,Right,€3M,Alejandro Remiro Gargallo,"Sep 20, 2017",FIFA 17
N. Leiva,19,72,81,Real Betis Balompié,"Jun 30, 2018 On Loan",172cm,67kg,Right,€2.9M,Nahuel Leiva,"Sep 20, 2017",FIFA 17
Salva Sevilla,32,72,72,RCD Espanyol de Barcelona,2014 ~ 2017,178cm,71kg,Right,€1.7M,Salvador Sevilla López,"Sep 20, 2017",FIFA 17
Rubén Duarte,20,72,79,RCD Espanyol de Barcelona,2015 ~ 2019,180cm,75kg,Left,€2.5M,Rubén Duarte Sánchez,"Sep 20, 2017",FIFA 17
Gaztañaga,25,72,77,Real Sociedad,2009 ~ 2018,180cm,72kg,Left,€2.3M,Jon Gaztañaga Arrospide,"Sep 20, 2017",FIFA 17
Odriozola,20,72,79,Real Sociedad,2014 ~ 2022,178cm,74kg,Right,€2.5M,Álvaro Odriozola Arzalluz,"Sep 20, 2017",FIFA 17
Carmona,28,72,72,Real Sporting de Gijón,2012 ~ 2021,177cm,72kg,Right,€2M,Carlos Carmona Bonet,"Sep 20, 2017",FIFA 17
Lillo,27,72,72,Real Sporting de Gijón,2016 ~ 2018,176cm,76kg,Right,€1.7M,Manuel Castellano Castro,"Sep 20, 2017",FIFA 17
Douglas,25,72,73,Real Sporting de Gijón,"Jun 30, 2017 On Loan",171cm,67kg,Right,€2M,Douglas Pereira dos Santos,"Sep 20, 2017",FIFA 17
Castro,21,72,78,Real Sporting de Gijón,2013 ~ 2022,177cm,68kg,Left,€3M,Carlos Castro García,"Sep 20, 2017",FIFA 17
Toquero,31,72,72,Deportivo Alavés,2015 ~ 2023,182cm,78kg,Right,€1.9M,Gaizka Toquero Pinedo,"Sep 20, 2017",FIFA 17
N. Krstičić,25,72,73,Deportivo Alavés,2016 ~ 2018,182cm,75kg,Left,€2.4M,Nenad Krstičić,"Sep 20, 2017",FIFA 17
Nano,21,72,82,SD Eibar,2016 ~ 2021,178cm,79kg,Right,€3.5M,Alexander Mesa Travieso,"Sep 20, 2017",FIFA 17
Hernán,25,72,75,Unión Deportiva Las Palmas,2012 ~ 2018,181cm,73kg,Right,€2.2M,Hernán Santana Trujillo,"Sep 20, 2017",FIFA 17
Hélder Lopes,27,72,72,Unión Deportiva Las Palmas,2016 ~ 2018,179cm,66kg,Left,€1.7M,Hélder Filipe Oliveira Lopes,"Sep 20, 2017",FIFA 17
Fuentes,26,72,73,CA Osasuna,2016 ~ 2018,177cm,72kg,Left,€2M,Juan Rafael Fuentes Hernández,"Sep 20, 2017",FIFA 17
R. Loé,27,72,72,CA Osasuna,2017 ~ 2021,192cm,83kg,Right,€1.7M,Raoul Cedric Loé,"Sep 20, 2017",FIFA 17
Clerc,24,72,77,CA Osasuna,2016 ~ 2018,182cm,69kg,Left,€2.4M,Carlos Clerc Martínez,"Sep 20, 2017",FIFA 17
Fausto Tienza,26,72,74,CA Osasuna,2016 ~ 2018,183cm,78kg,Right,€2.1M,Fausto Antonio Tienza Nuñez,"Sep 20, 2017",FIFA 17
Unai Garcia,23,72,78,CA Osasuna,2011 ~ 2019,186cm,81kg,Left,€2.5M,Unai Garcia Lugea,"Sep 20, 2017",FIFA 17
G. Čaušić,24,72,77,CA Osasuna,2016 ~ 2018,180cm,75kg,Right,€2.8M,Goran Čaušić,"Sep 20, 2017",FIFA 17
Alex Berenguer,20,72,82,CA Osasuna,2014 ~ 2020,175cm,70kg,Left,€3M,Alejandro Berenguer Remiro,"Sep 20, 2017",FIFA 17
W. Montoya,22,72,78,Sevilla FC,2017 ~ 2021,173cm,72kg,Right,€2.9M,Walter Montoya,"Sep 20, 2017",FIFA 17
Duda,36,72,72,Málaga CF,2009 ~ 2017,175cm,71kg,Left,€250K,Sergio Paulo Barbosa Valente,"Sep 20, 2017",FIFA 17
M. Santos,23,72,78,Málaga CF,2016 ~ 2020,174cm,68kg,Right,€3M,Michael Santos,"Sep 20, 2017",FIFA 17
Luciano,23,72,77,CD Leganés,2014 ~ 2017,178cm,68kg,Left,€2.9M,Luciano da Rocha Neves,"Sep 20, 2017",FIFA 17
Alberto Martín,27,72,73,CD Leganés,2014 ~ 2022,181cm,70kg,Right,€2M,Alberto Martín Romo García-Adámez,"Sep 20, 2017",FIFA 17
Robert Ibáñez,23,72,78,CD Leganés,"Jun 30, 2017 On Loan",169cm,67kg,Right,€2.9M,Roberto Ibáñez Castro,"Sep 20, 2017",FIFA 17
Unai López,20,72,79,CD Leganés,"Jun 30, 2017 On Loan",169cm,64kg,Right,€2.9M,Unai López Cabrera,"Sep 20, 2017",FIFA 17
A. Kravets,27,72,72,Granada CF,2006 ~ 2018,189cm,79kg,Right,€2.2M,Artem Kravets,"Sep 20, 2017",FIFA 17
M. Saunier,26,72,73,Granada CF,2016 ~ 2019,182cm,73kg,Right,€2M,Matthieu Saunier,"Sep 20, 2017",FIFA 17
Isaac Cuenca,25,72,73,Granada CF,2016 ~ 2017,178cm,67kg,Right,€2.4M,Juan Isaac Cuenca López,"Sep 20, 2017",FIFA 17
Rui Silva,22,72,78,Granada CF,2017 ~ 2021,191cm,83kg,Right,€2.5M,Rui Tiago Dantas da Silva,"Sep 20, 2017",FIFA 17
G. Silva,22,72,77,Granada CF,"Jun 30, 2017 On Loan",183cm,75kg,Left,€2.4M,Gastón Silva,"Sep 20, 2017",FIFA 17
E. Ponce,19,72,80,Granada CF,"Jun 30, 2017 On Loan",181cm,84kg,Right,€2.9M,Ezequiel Ponce,"Sep 20, 2017",FIFA 17
J. Boga,19,72,82,Granada CF,2014 ~ 2017,172cm,74kg,Right,€3M,Jérémie Boga,"Sep 20, 2017",FIFA 17
N. Chalobah,21,71,82,Chelsea,2012 ~ 2018,185cm,80kg,Right,€2.8M,Nathaniel Chalobah,"Sep 20, 2017",FIFA 17
M. Grujić,20,71,85,Liverpool,2016 ~ 2020,191cm,82kg,Right,€3.6M,Marko Grujić,"Sep 20, 2017",FIFA 17
T. Fosu-Mensah,18,71,86,Manchester United,2016 ~ 2020,190cm,79kg,Right,€2.8M,Timothy Fosu-Mensah,"Sep 20, 2017",FIFA 17
P. Bamford,22,71,78,Middlesbrough,2017 ~ 2021,185cm,71kg,Left,€2.4M,Patrick Bamford,"Sep 20, 2017",FIFA 17
J. Onomah,19,71,85,Tottenham Hotspur,2014 ~ 2020,185cm,83kg,Right,€3.4M,Josh Onomah,"Sep 20, 2017",FIFA 17
H. Winks,20,71,85,Tottenham Hotspur,2014 ~ 2022,176cm,74kg,Right,€3.6M,Harry Winks,"Sep 20, 2017",FIFA 17
B. Kapustka,19,71,83,Leicester City,2016 ~ 2021,179cm,60kg,Right,€2.6M,Bartosz Kapustka,"Sep 20, 2017",FIFA 17
B. Jones,29,71,71,Sunderland,2014 ~ 2018,180cm,77kg,Right,€1.2M,Billy Jones,"Sep 20, 2017",FIFA 17
Mika,25,71,74,Sunderland,2016 ~ 2018,195cm,90kg,Left,€1.7M,Michael Simões Domingues,"Sep 20, 2017",FIFA 17
C. Dawson,26,71,72,West Bromwich Albion,2010 ~ 2020,188cm,85kg,Right,€1.5M,Craig Dawson,"Sep 20, 2017",FIFA 17
J. Flanagan,23,71,77,Burnley,"Jun 30, 2017 On Loan",181cm,69kg,Right,€1.9M,Jon Flanagan,"Sep 20, 2017",FIFA 17
F. Campbell,28,71,71,Crystal Palace,2014 ~ 2017,172cm,83kg,Right,€1.7M,Fraizer Campbell,"Sep 20, 2017",FIFA 17
J. Schlupp,23,71,76,Crystal Palace,2017 ~ 2021,178cm,72kg,Left,€1.9M,Jeffrey Schlupp,"Sep 20, 2017",FIFA 17
L. Grant,33,71,71,Stoke City,2017 ~ 2019,193cm,83kg,Right,€1.2M,Lee Grant,"Sep 20, 2017",FIFA 17
J. Ibe,20,71,80,AFC Bournemouth,2016 ~ 2020,175cm,81kg,Right,€2.5M,Jordon Ibe,"Sep 20, 2017",FIFA 17
T. Mings,23,71,78,AFC Bournemouth,2015 ~ 2021,196cm,77kg,Left,€2M,Tyrone Mings,"Sep 20, 2017",FIFA 17
D. Meyler,27,71,71,Hull City,2013 ~ 2018,189cm,86kg,Right,€1.6M,David Meyler,"Sep 20, 2017",FIFA 17
A. Diomande,26,71,72,Hull City,2015 ~ 2018,180cm,75kg,Right,€1.9M,Adama Valentin Diomande,"Sep 20, 2017",FIFA 17
G. Tremmel,37,71,71,Swansea City,2015 ~ 2017,190cm,86kg,Right,€500K,Gerhard Tremmel,"Sep 20, 2017",FIFA 17
A. Mawson,22,71,82,Swansea City,2016 ~ 2020,188cm,81kg,Right,€2.5M,Alfie Mawson,"Sep 20, 2017",FIFA 17
P. Oniangué,27,71,71,SC Bastia,"Jun 30, 2017 On Loan",190cm,78kg,Right,€1.6M,Prince Oniangué,"Sep 20, 2017",FIFA 17
A. Djiku,21,71,76,SC Bastia,2012 ~ 2019,180cm,75kg,Right,€1.9M,Alexander Djiku,"Sep 20, 2017",FIFA 17
J. Prior,20,71,79,FC Girondins de Bordeaux,2014 ~ 2020,184cm,86kg,Right,€2.1M,Jérôme Prior,"Sep 20, 2017",FIFA 17
J. Martins Pereira,30,71,71,En Avant de Guingamp,2015 ~ 2018,182cm,78kg,Right,€1.1M,Jonathan Martins Pereira,"Sep 20, 2017",FIFA 17
N. De Pauw,26,71,71,En Avant de Guingamp,2015 ~ 2019,180cm,76kg,Right,€1.7M,Nill De Pauw,"Sep 20, 2017",FIFA 17
D. Lévêque,26,71,72,En Avant de Guingamp,2010 ~ 2017,180cm,74kg,Left,€1.5M,Dorian Lévêque,"Sep 20, 2017",FIFA 17
B. Assou-Ekotto,32,71,71,FC Metz,2016 ~ 2018,178cm,70kg,Left,€925K,Benoît Assou-Ekotto,"Sep 20, 2017",FIFA 17
M. Dupé,23,71,76,FC Nantes,2012 ~ 2021,186cm,87kg,Right,€1.9M,Maxime Dupé,"Sep 20, 2017",FIFA 17
M. Stępiński,21,71,79,FC Nantes,2016 ~ 2020,183cm,72kg,Right,€2.5M,Mariusz Stępiński,"Sep 20, 2017",FIFA 17
Y. Bammou,24,71,74,FC Nantes,2013 ~ 2022,188cm,78kg,Right,€2.1M,Yacine Bammou,"Sep 20, 2017",FIFA 17
A. Harit,19,71,83,FC Nantes,2016 ~ 2020,179cm,66kg,Right,€2.6M,Amine Harit,"Sep 20, 2017",FIFA 17
A. Lusamba,19,71,82,OGC Nice,2016 ~ 2021,179cm,67kg,Right,€2.6M,Arnaud Lusamba,"Sep 20, 2017",FIFA 17
R. Bensebaini,21,71,79,Stade Rennais FC,2016 ~ 2020,186cm,75kg,Left,€2.1M,Ramy Bensebaini,"Sep 20, 2017",FIFA 17
M. Dabo,29,71,71,Stade Malherbe Caen,2016 ~ 2019,176cm,65kg,Right,€1.2M,Mouhamadou Dabo,"Sep 20, 2017",FIFA 17
J. Louis,23,71,76,Stade Malherbe Caen,2015 ~ 2019,171cm,74kg,Left,€2.2M,Jeff Louis,"Sep 20, 2017",FIFA 17
P. Sané,24,71,76,Stade Malherbe Caen,2016 ~ 2020,187cm,85kg,Right,€2.3M,Pape Sané,"Sep 20, 2017",FIFA 17
S. Moreira,21,71,78,FC Lorient,2016 ~ 2020,178cm,70kg,Right,€2M,Steven Moreira,"Sep 20, 2017",FIFA 17
A. Zambo Anguissa,20,71,78,Olympique de Marseille,2015 ~ 2021,184cm,75kg,Right,€2.3M,André Franck Zambo Anguissa,"Sep 20, 2017",FIFA 17
J. Saihi,29,71,71,Angers SCO,2016 ~ 2020,182cm,75kg,Right,€1.2M,Jamel Saihi,"Sep 20, 2017",FIFA 17
G. Sunu,25,71,72,Angers SCO,2015 ~ 2018,181cm,83kg,Left,€1.9M,Gilles Sunu,"Sep 20, 2017",FIFA 17
Y. Andreu,27,71,71,Angers SCO,2015 ~ 2019,177cm,70kg,Right,€1.3M,Yoann Andreu,"Sep 20, 2017",FIFA 17
D. Veškovac,30,71,71,Toulouse Football Club,2014 ~ 2017,187cm,82kg,Right,€1.2M,Dušan Veškovac,"Sep 20, 2017",FIFA 17
C. Mandanne,31,71,71,AS Nancy Lorraine,2016 ~ 2019,171cm,62kg,Right,€1.4M,Christophe Mandanne,"Sep 20, 2017",FIFA 17
J. Cuffaut,28,71,71,AS Nancy Lorraine,2013 ~ 2018,180cm,75kg,Right,€1.3M,Joffrey Cuffaut,"Sep 20, 2017",FIFA 17
A. Koura,23,71,75,AS Nancy Lorraine,2016 ~ 2019,180cm,70kg,Right,€2.2M,Anthony Koura,"Sep 20, 2017",FIFA 17
S. Chernik,28,71,72,AS Nancy Lorraine,2016 ~ 2019,187cm,86kg,Right,€1.6M,Sergey Chernik,"Sep 20, 2017",FIFA 17
J. Lotiès,31,71,71,Dijon FCO,2016 ~ 2017,190cm,82kg,Right,€1.1M,Jordan Lotiès,"Sep 20, 2017",FIFA 17
A. Bouka Moutou,27,71,71,Dijon FCO,2016 ~ 2019,175cm,69kg,Left,€1.3M,Arnold Bouka Moutou,"Sep 20, 2017",FIFA 17
M. Abeid,23,71,74,Dijon FCO,2016 ~ 2019,180cm,79kg,Right,€2.1M,Mehdi Abeid,"Sep 20, 2017",FIFA 17
J. Tavares,27,71,71,Dijon FCO,2012 ~ 2018,187cm,84kg,Right,€1.7M,Julio Tavares,"Sep 20, 2017",FIFA 17
Kwon Chang Hoon,22,71,77,Dijon FCO,2017 ~ 2020,174cm,69kg,Left,€2.2M,Chang Hoon Kwon,"Sep 20, 2017",FIFA 17
G. Niedermeier,30,71,71,Sport-Club Freiburg,2016 ~ 2018,190cm,80kg,Right,€1.2M,Georg Niedermeier,"Sep 20, 2017",FIFA 17
M. Gulde,25,71,74,Sport-Club Freiburg,2016 ~ 2020,184cm,78kg,Right,€1.7M,Manuel Gulde,"Sep 20, 2017",FIFA 17
H. Nielsen,22,71,76,Sport-Club Freiburg,2016 ~ 2019,187cm,80kg,Right,€2.3M,Håvard Nielsen,"Sep 20, 2017",FIFA 17
N. Höfler,26,71,72,Sport-Club Freiburg,2010 ~ 2021,181cm,78kg,Right,€1.6M,Nicolas Höfler,"Sep 20, 2017",FIFA 17
J. Haberer,22,71,78,Sport-Club Freiburg,2016 ~ 2020,186cm,78kg,Right,€2.3M,Janik Haberer,"Sep 20, 2017",FIFA 17
N. Bahoui,25,71,72,Hamburger SV,2016 ~ 2018,188cm,84kg,Right,€1.9M,Nabil Bahoui,"Sep 20, 2017",FIFA 17
G. Jung,21,71,80,Hamburger SV,2014 ~ 2020,189cm,76kg,Right,€2.2M,Gideon Jung,"Sep 20, 2017",FIFA 17
T. Kessler,30,71,71,1. FC Köln,2007 ~ 2019,197cm,92kg,Right,€1.3M,Thomas Kessler,"Sep 20, 2017",FIFA 17
J. Pohjanpalo,21,71,77,Bayer 04 Leverkusen,2014 ~ 2019,184cm,83kg,Right,€2.3M,Joel Pohjanpalo,"Sep 20, 2017",FIFA 17
S. Yatabaré,27,71,71,SV Werder Bremen,2016 ~ 2019,190cm,82kg,Right,€1.6M,Sambou Yatabaré,"Sep 20, 2017",FIFA 17
M. Veljković,20,71,78,SV Werder Bremen,2016 ~ 2019,184cm,77kg,Right,€2M,Miloš Veljković,"Sep 20, 2017",FIFA 17
N. Zimling,31,71,71,1. FSV Mainz 05,2013 ~ 2017,178cm,74kg,Right,€1.3M,Niki Zimling,"Sep 20, 2017",FIFA 17
H. Lindner,25,71,74,Eintracht Frankfurt,2015 ~ 2017,187cm,80kg,Right,€1.7M,Heinz Lindner,"Sep 20, 2017",FIFA 17
M. Hector,23,71,78,Eintracht Frankfurt,2015 ~ 2020,193cm,82kg,Right,€2M,Michael Hector,"Sep 20, 2017",FIFA 17
A. Rebić,22,71,76,Eintracht Frankfurt,"Jun 30, 2018 On Loan",185cm,78kg,Right,€2.3M,Ante Rebić,"Sep 20, 2017",FIFA 17
M. Terrazzino,25,71,72,TSG Hoffenheim,2016 ~ 2018,176cm,74kg,Right,€1.9M,Marco Terrazzino,"Sep 20, 2017",FIFA 17
C. Janker,31,71,71,FC Augsburg,2015 ~ 2018,185cm,77kg,Right,€1.1M,Christoph Janker,"Sep 20, 2017",FIFA 17
A. Luthe,29,71,71,FC Augsburg,2016 ~ 2020,195cm,85kg,Right,€1.4M,Andreas Luthe,"Sep 20, 2017",FIFA 17
J. Rosenthal,30,71,71,SV Darmstadt 98,2015 ~ 2019,186cm,77kg,Right,€1.5M,Jan Rosenthal,"Sep 20, 2017",FIFA 17
A. Milošević,24,71,74,SV Darmstadt 98,"Jun 30, 2017 On Loan",191cm,82kg,Right,€1.8M,Alexander Milošević,"Sep 20, 2017",FIFA 17
F. Holland,25,71,72,SV Darmstadt 98,2015 ~ 2020,172cm,74kg,Left,€1.6M,Fabian Holland,"Sep 20, 2017",FIFA 17
M. Hartmann,30,71,71,FC Ingolstadt 04,2009 ~ 2018,183cm,77kg,Right,€1.5M,Moritz Hartmann,"Sep 20, 2017",FIFA 17
M. Leckie,25,71,72,FC Ingolstadt 04,2014 ~ 2019,181cm,82kg,Right,€1.9M,Mathew Leckie,"Sep 20, 2017",FIFA 17
F. Hadergjonaj,21,71,78,FC Ingolstadt 04,2016 ~ 2020,182cm,72kg,Right,€2M,Florent Hadergjonaj,"Sep 20, 2017",FIFA 17
Bernardo,21,71,79,RB Leipzig,2016 ~ 2021,186cm,76kg,Left,€2.1M,Bernardo Fernandes,"Sep 20, 2017",FIFA 17
H. Hateboer,22,71,76,Atalanta,2017 ~ 2020,187cm,74kg,Right,€1.9M,Hans Hateboer,"Sep 20, 2017",FIFA 17
A. Grassi,21,71,80,Atalanta,"Jun 30, 2017 On Loan",183cm,75kg,Right,€2.5M,Alberto Grassi,"Sep 20, 2017",FIFA 17
D. Calabria,19,71,82,AC Milan,2015 ~ 2019,176cm,70kg,Right,€2.2M,Davide Calabria,"Sep 20, 2017",FIFA 17
M. Faraoni,24,71,76,Udinese Calcio,2014 ~ 2018,180cm,71kg,Right,€1.9M,Marco Davide Faraoni,"Sep 20, 2017",FIFA 17
B. Petkovic,21,71,80,Bologna,2017 ~ 2021,192cm,88kg,Right,€2.6M,Bruno Petkovic,"Sep 20, 2017",FIFA 17
S. Muntari,31,71,71,Pescara,2017 ~ 2020,179cm,76kg,Left,€1.3M,Sulley Muntari,"Sep 20, 2017",FIFA 17
V. Verre,22,71,80,Pescara,"Jun 30, 2017 On Loan",181cm,73kg,Right,€2.5M,Valerio Verre,"Sep 20, 2017",FIFA 17
G. Marilungo,26,71,71,Empoli,"Jun 30, 2017 On Loan",174cm,73kg,Right,€1.8M,Guido Marilungo,"Sep 20, 2017",FIFA 17
U. Ćosić,23,71,75,Empoli,2015 ~ 2018,186cm,82kg,Right,€1.8M,Uroš Ćosić,"Sep 20, 2017",FIFA 17
F. Barba,22,71,79,Empoli,2013 ~ 2022,188cm,77kg,Left,€2.1M,Federico Barba,"Sep 20, 2017",FIFA 17
J. Mauri,20,71,78,Empoli,"Jun 30, 2017 On Loan",169cm,65kg,Right,€2.3M,José Mauri,"Sep 20, 2017",FIFA 17
R. Krunic,22,71,79,Empoli,2015 ~ 2018,184cm,74kg,Right,€2.4M,Rade Krunic,"Sep 20, 2017",FIFA 17
A. Dioussé,18,71,83,Empoli,2015 ~ 2020,175cm,68kg,Right,€2.2M,Assane Dioussé,"Sep 20, 2017",FIFA 17
C. Puggioni,35,71,71,U.C. Sampdoria,2015 ~ 2019,187cm,81kg,Right,€950K,Christian Puggioni,"Sep 20, 2017",FIFA 17
D. Dessena,29,71,71,Cagliari,2012 ~ 2019,183cm,75kg,Right,€1.5M,Daniele Dessena,"Sep 20, 2017",FIFA 17
N. Murru,21,71,78,Cagliari,2011 ~ 2020,180cm,64kg,Left,€2M,Nicola Murru,"Sep 20, 2017",FIFA 17
Thiago Cionek,30,71,71,Palermo,2016 ~ 2020,184cm,79kg,Right,€1.2M,Thiago Rangel Cionek,"Sep 20, 2017",FIFA 17
T. Šunjić,27,71,72,Palermo,2015 ~ 2018,194cm,93kg,Right,€1.5M,Toni Šunjić,"Sep 20, 2017",FIFA 17
B. Drągowski,18,71,86,Fiorentina,2016 ~ 2021,191cm,86kg,Right,€2.9M,Bartłomiej Drągowski,"Sep 20, 2017",FIFA 17
A. Rosi,29,71,71,Crotone,"Jun 30, 2017 On Loan",184cm,80kg,Right,€1.2M,Aleandro Rosi,"Sep 20, 2017",FIFA 17
M. Rohdén,25,71,72,Crotone,2016 ~ 2019,182cm,76kg,Right,€1.9M,Marcus Rohdén,"Sep 20, 2017",FIFA 17
F. Ceccherini,24,71,78,Crotone,2016 ~ 2020,187cm,75kg,Right,€2M,Federico Ceccherini,"Sep 20, 2017",FIFA 17
